time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,relative_humidity_2m_max,relative_humidity_2m_min,relative_humidity_2m_mean,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,shortwave_radiation_sum,sunshine_duration,weather_code,target
2021-03-23,35.6,20.4,28.0,37.4,19.9,72,20,43,13.0,22.1,300,0.0,0.0,0.0,0.0,21.72,40455.36,2,34.5
2021-03-24,33.8,20.5,27.0,34.5,21.1,74,25,42,13.0,28.9,326,0.0,0.0,0.0,0.0,21.61,40697.0,2,32.3
2021-03-25,33.5,20.2,26.6,32.3,19.0,56,17,33,11.0,22.4,312,0.0,0.0,0.0,0.0,23.72,41449.5,0,32.5
2021-03-26,33.2,17.4,25.5,32.5,16.1,61,19,37,9.3,19.0,299,0.0,0.0,0.0,0.0,23.86,41691.59,0,35.4
2021-03-27,35.0,18.9,26.8,35.4,17.6,65,22,39,8.1,16.3,281,0.0,0.0,0.0,0.0,23.53,41423.07,0,37.6
2021-03-28,36.5,19.9,28.2,37.6,19.3,64,22,41,6.3,14.5,22,0.0,0.0,0.0,0.0,23.36,41665.57,0,38.6
2021-03-29,39.2,21.6,29.8,38.6,22.0,63,14,37,8.8,18.8,241,0.0,0.0,0.0,0.0,23.66,41652.79,0,37.9
2021-03-30,40.4,22.8,31.7,37.9,20.2,40,12,22,17.9,32.7,272,0.0,0.0,0.0,0.0,23.9,41640.23,0,33.9
2021-03-31,37.2,25.3,30.4,33.9,21.9,41,11,21,13.9,27.3,293,0.0,0.0,0.0,0.0,24.8,42139.48,0,32.0
2021-04-01,36.2,21.5,28.0,32.0,17.9,25,7,16,13.8,26.2,300,0.0,0.0,0.0,0.0,25.52,42383.55,0,34.1
2021-04-02,35.8,18.2,26.9,34.1,15.2,45,8,20,6.9,14.8,327,0.0,0.0,0.0,0.0,25.21,42116.07,0,34.5
2021-04-03,35.4,19.5,27.0,34.5,16.4,32,11,21,6.4,14.1,30,0.0,0.0,0.0,0.0,24.96,42104.75,0,35.8
2021-04-04,36.7,18.5,27.5,35.8,16.0,43,11,22,7.9,15.4,309,0.0,0.0,0.0,0.0,25.03,42093.63,0,38.7
2021-04-05,38.7,20.1,29.3,38.7,18.0,40,10,25,6.7,11.2,146,0.0,0.0,0.0,0.0,24.58,42082.72,1,40.0
2021-04-06,40.2,21.6,30.6,40.0,20.2,43,13,26,8.8,18.1,83,0.0,0.0,0.0,0.0,24.25,42072.04,1,39.3
2021-04-07,39.8,24.5,31.6,39.3,23.2,46,12,24,10.0,18.8,336,0.0,0.0,0.0,0.0,23.06,42318.39,1,39.8
2021-04-08,38.2,22.6,30.7,39.8,20.9,53,16,30,7.3,15.0,8,0.0,0.0,0.0,0.0,22.18,41794.11,2,36.9
2021-04-09,37.3,23.5,30.3,36.9,21.4,38,15,24,6.7,16.8,10,0.0,0.0,0.0,0.0,23.83,42298.32,1,36.8
2021-04-10,37.9,21.4,30.1,36.8,19.3,46,9,21,7.6,14.8,10,0.0,0.0,0.0,0.0,25.08,42546.05,0,38.2
2021-04-11,38.2,20.6,30.3,38.2,18.3,35,11,21,7.4,13.0,285,0.0,0.0,0.0,0.0,22.84,36675.03,3,37.8
2021-04-12,39.0,21.5,30.5,37.8,20.5,56,10,28,8.9,18.3,300,0.0,0.0,0.0,0.0,24.94,42527.35,0,38.0
2021-04-13,40.0,21.4,31.3,38.0,18.5,38,9,19,7.8,17.9,275,0.0,0.0,0.0,0.0,24.3,42776.46,1,39.4
2021-04-14,40.8,21.7,32.0,39.4,18.7,33,8,18,7.8,17.9,287,0.0,0.0,0.0,0.0,24.05,42634.26,2,38.4
2021-04-15,39.6,25.1,32.0,38.4,22.0,26,11,19,9.2,20.4,280,0.0,0.0,0.0,0.0,23.05,39272.18,3,38.9
2021-04-16,39.8,24.8,32.4,38.9,22.1,28,11,19,8.8,19.9,238,0.0,0.0,0.0,0.0,23.85,42562.32,1,39.3
2021-04-17,37.2,27.0,31.7,39.3,24.3,42,18,27,10.5,21.3,11,0.0,0.0,0.0,0.0,22.1,41038.69,2,37.0
2021-04-18,38.0,24.4,31.3,37.0,24.7,59,14,30,11.6,23.0,334,0.0,0.0,0.0,0.0,24.25,42742.67,1,37.2
2021-04-19,39.2,22.5,30.9,37.2,20.9,37,11,24,10.0,22.6,301,0.0,0.0,0.0,0.0,23.53,39049.99,3,39.9
2021-04-20,40.2,23.2,32.5,39.9,21.2,35,12,21,8.2,17.2,133,0.0,0.0,0.0,0.0,22.34,40294.15,3,37.0
2021-04-21,37.1,26.9,31.8,37.0,23.0,37,17,24,17.8,31.5,350,0.0,0.0,0.0,0.0,18.64,31291.25,3,35.6
2021-04-22,36.0,23.2,29.5,35.6,23.0,62,15,35,12.2,25.1,8,0.0,0.0,0.0,0.0,25.08,42644.25,1,37.3
2021-04-23,39.2,22.3,31.2,37.3,20.8,45,11,24,9.3,19.5,158,0.0,0.0,0.0,0.0,23.76,40871.29,2,36.6
2021-04-24,38.2,24.0,31.1,36.6,21.6,32,15,23,13.3,26.2,305,0.0,0.0,0.0,0.0,25.3,42001.43,3,35.4
2021-04-25,36.6,22.0,29.7,35.4,20.0,36,14,24,9.8,21.0,309,0.0,0.0,0.0,0.0,25.57,40381.84,3,38.9
2021-04-26,39.0,22.0,31.1,38.9,20.2,39,11,24,6.9,17.2,301,0.0,0.0,0.0,0.0,25.63,42811.99,1,40.4
2021-04-27,40.8,21.6,32.0,40.4,19.8,38,9,21,6.5,15.7,259,0.0,0.0,0.0,0.0,25.78,42766.76,0,41.1
2021-04-28,42.2,23.1,33.4,41.1,21.3,37,8,20,8.1,18.6,281,0.0,0.0,0.0,0.0,24.75,42015.86,1,41.5
2021-04-29,41.7,24.6,33.6,41.5,22.4,40,10,21,8.5,15.7,278,0.0,0.0,0.0,0.0,24.49,41202.47,1,41.1
2021-04-30,40.2,24.2,32.6,41.1,26.0,67,14,33,15.1,28.9,74,0.0,0.0,0.0,0.0,22.15,41846.23,2,42.9
2021-05-01,40.1,26.1,32.9,42.9,26.7,55,18,33,12.9,25.5,61,0.0,0.0,0.0,0.0,22.35,41492.11,3,40.6
2021-05-02,38.5,26.0,31.6,40.6,25.9,50,19,35,10.8,21.7,59,0.0,0.0,0.0,0.0,19.71,29594.61,3,37.4
2021-05-03,35.7,26.2,30.1,37.4,25.9,60,27,43,13.0,23.9,289,0.0,0.0,0.0,0.0,19.83,35142.77,3,40.0
2021-05-04,39.8,25.9,33.2,40.0,26.6,52,16,31,8.3,20.6,242,0.0,0.0,0.0,0.0,21.29,41183.12,1,42.1
2021-05-05,39.5,27.1,33.2,42.1,28.0,58,18,36,10.4,20.4,71,0.0,0.0,0.0,0.0,22.49,41071.96,3,41.6
2021-05-06,39.2,26.9,33.1,41.6,29.1,67,20,41,12.2,23.5,84,0.0,0.0,0.0,0.0,22.67,40016.33,2,40.9
2021-05-07,38.7,27.4,32.1,40.9,28.7,59,27,44,16.4,30.9,69,0.0,0.0,0.0,0.0,22.68,41096.06,1,41.1
2021-05-08,37.9,26.0,32.4,41.1,27.6,61,24,41,12.1,24.2,52,0.0,0.0,0.0,0.0,22.26,41251.03,1,41.5
2021-05-09,39.0,27.5,33.2,41.5,27.5,53,21,35,9.2,24.8,81,0.0,0.0,0.0,0.0,21.27,40089.91,2,41.3
2021-05-10,39.5,25.9,32.5,41.3,27.6,60,20,37,10.3,21.9,120,0.0,0.0,0.0,0.0,21.82,40113.35,2,40.2
2021-05-11,38.5,25.5,32.8,40.2,27.9,66,22,37,7.6,16.8,44,0.0,0.0,0.0,0.0,23.43,41490.8,2,40.5
2021-05-12,38.7,26.5,32.0,40.5,28.2,57,23,40,10.7,25.5,55,0.0,0.0,0.0,0.0,20.62,34588.74,3,38.3
2021-05-13,34.7,24.1,29.6,38.3,28.0,82,37,54,7.0,16.3,89,0.2,0.2,0.0,1.0,21.43,38431.67,51,39.6
2021-05-14,36.4,24.0,30.6,39.6,27.5,81,31,52,7.0,15.7,50,0.0,0.0,0.0,0.0,21.81,41344.98,2,41.1
2021-05-15,39.0,27.0,32.9,41.1,28.7,57,23,40,6.7,15.4,52,0.0,0.0,0.0,0.0,20.72,38770.32,3,42.2
2021-05-16,39.0,26.5,33.5,42.2,29.3,70,25,40,6.5,16.3,80,0.0,0.0,0.0,0.0,21.89,40849.68,3,38.0
2021-05-17,36.8,26.8,32.1,38.0,29.2,68,32,49,11.1,21.5,294,0.0,0.0,0.0,0.0,12.56,16449.52,3,34.8
2021-05-18,31.0,23.9,27.7,34.8,27.3,90,57,70,10.8,23.5,61,8.2,8.2,0.0,13.0,17.59,35885.82,61,33.0
2021-05-19,30.2,24.2,26.5,33.0,28.2,95,69,86,13.7,27.7,100,25.7,25.7,0.0,17.0,9.6,5716.23,63,34.9
2021-05-20,33.1,25.2,28.5,34.9,28.9,92,47,72,15.5,28.6,213,0.5,0.5,0.0,3.0,18.28,35662.32,51,37.4
2021-05-21,34.4,22.8,28.8,37.4,26.5,89,43,65,11.6,23.3,315,0.0,0.0,0.0,0.0,23.84,40366.62,1,41.0
2021-05-22,36.4,24.5,30.2,41.0,28.8,86,40,62,7.8,15.2,334,0.0,0.0,0.0,0.0,23.59,41069.78,1,39.5
2021-05-23,36.9,24.2,30.7,39.5,27.6,84,32,55,8.9,17.9,317,0.0,0.0,0.0,0.0,24.18,41765.7,0,36.8
2021-05-24,37.0,26.0,31.0,36.8,26.7,68,22,43,14.4,27.3,311,0.0,0.0,0.0,0.0,24.7,41885.29,3,36.7
2021-05-25,38.6,25.5,31.3,36.7,25.1,49,15,32,13.7,26.4,316,0.0,0.0,0.0,0.0,25.37,41501.31,3,41.3
2021-05-26,38.0,23.8,31.4,41.3,24.6,76,28,50,9.0,19.7,38,0.0,0.0,0.0,0.0,24.27,41624.73,3,39.8
2021-05-27,37.2,26.7,30.9,39.8,30.2,77,32,59,12.2,21.9,82,0.0,0.0,0.0,0.0,23.46,41098.66,3,37.0
2021-05-28,34.9,24.5,28.5,37.0,28.6,85,42,67,14.5,25.5,44,0.0,0.0,0.0,0.0,18.63,34927.77,3,37.6
2021-05-29,34.5,24.0,28.5,37.6,28.1,88,44,67,11.7,24.4,37,0.0,0.0,0.0,0.0,23.41,41045.52,2,41.9
2021-05-30,37.0,24.0,30.5,41.9,27.8,89,41,64,8.3,16.8,48,0.0,0.0,0.0,0.0,23.48,41573.47,2,44.7
2021-05-31,40.0,27.3,33.4,44.7,32.4,83,30,54,7.9,18.3,113,0.0,0.0,0.0,0.0,21.48,40138.48,1,44.1
2021-06-01,39.8,29.1,33.6,44.1,32.1,79,30,53,10.8,20.4,61,0.0,0.0,0.0,0.0,20.96,40395.86,3,41.8
2021-06-02,39.2,27.4,33.5,41.8,33.8,88,26,52,6.3,16.6,63,0.0,0.0,0.0,0.0,23.46,41690.66,3,42.9
2021-06-03,39.2,28.8,33.5,42.9,33.2,70,30,50,8.4,18.6,93,0.0,0.0,0.0,0.0,20.07,35958.47,3,40.1
2021-06-04,38.7,28.6,33.4,40.1,32.6,67,28,46,7.5,15.9,208,0.0,0.0,0.0,0.0,14.51,22154.05,3,39.7
2021-06-05,36.3,28.6,32.3,39.7,31.4,68,39,50,9.8,18.1,257,0.1,0.1,0.0,1.0,13.95,25716.65,51,41.2
2021-06-06,38.8,28.2,34.1,41.2,32.6,73,31,46,8.7,18.6,248,0.0,0.0,0.0,0.0,20.46,40691.6,3,42.5
2021-06-07,40.7,31.0,35.6,42.5,32.7,55,24,38,12.1,24.6,256,0.0,0.0,0.0,0.0,20.56,35083.44,3,44.0
2021-06-08,41.8,30.6,36.3,44.0,32.5,51,25,36,12.2,34.0,267,0.0,0.0,0.0,0.0,21.71,37991.34,3,44.2
2021-06-09,41.8,31.3,35.7,44.2,32.9,62,27,45,16.1,30.0,241,0.0,0.0,0.0,0.0,22.07,40822.78,2,42.2
2021-06-10,36.8,29.6,32.6,42.2,34.0,75,46,61,9.6,20.1,71,0.4,0.4,0.0,3.0,19.54,40772.26,51,39.7
2021-06-11,34.0,25.6,29.6,39.7,31.1,95,54,76,10.6,27.7,4,23.4,23.4,0.0,12.0,17.22,29532.61,65,39.9
2021-06-12,34.0,26.6,30.1,39.9,31.9,92,57,73,8.4,17.0,66,9.6,9.6,0.0,11.0,19.32,35807.16,63,38.6
2021-06-13,34.2,26.4,29.6,38.6,31.7,87,52,72,11.8,23.9,28,0.6,0.6,0.0,3.0,20.23,40591.17,51,33.6
2021-06-14,30.7,25.4,27.5,33.6,29.7,93,65,82,13.6,26.2,0,1.7,1.7,0.0,7.0,16.36,28859.8,51,38.5
2021-06-15,35.2,24.4,29.5,38.5,29.4,98,46,74,10.9,23.5,311,2.1,2.1,0.0,3.0,16.73,31469.02,61,42.4
2021-06-16,37.0,26.5,31.0,42.4,31.8,90,44,68,7.9,20.6,264,0.5,0.5,0.0,3.0,20.63,37672.73,51,40.0
2021-06-17,34.8,26.5,29.5,40.0,31.6,89,53,75,10.6,21.5,62,1.7,1.7,0.0,7.0,18.31,32470.53,53,37.0
2021-06-18,31.5,25.1,27.1,37.0,30.2,96,65,86,10.0,21.3,31,40.7,40.7,0.0,21.0,12.8,21167.32,65,36.0
2021-06-19,31.2,24.6,27.0,36.0,29.7,96,66,88,7.3,21.9,334,29.7,29.7,0.0,21.0,11.01,5596.22,63,37.7
2021-06-20,33.8,24.9,28.7,37.7,30.5,96,54,79,10.5,24.2,257,1.9,1.9,0.0,9.0,17.2,34160.52,53,38.8
2021-06-21,34.4,27.0,30.0,38.8,31.3,88,53,71,9.3,19.9,272,2.4,2.4,0.0,7.0,19.63,40482.71,53,40.8
2021-06-22,33.9,26.9,30.7,40.8,33.0,95,60,74,7.1,17.4,24,0.8,0.8,0.0,7.0,17.85,32173.75,51,39.0
2021-06-23,33.5,27.7,30.2,39.0,34.0,89,61,76,9.8,21.9,51,0.6,0.6,0.0,3.0,16.34,28615.7,51,39.8
2021-06-24,33.3,26.2,29.2,39.8,32.0,94,64,80,9.4,19.9,35,1.6,1.6,0.0,6.0,18.37,34725.48,53,37.1
2021-06-25,32.0,26.4,28.9,37.1,32.2,93,66,80,6.2,20.6,46,0.2,0.2,0.0,2.0,13.33,19563.12,51,40.2
2021-06-26,33.5,25.6,29.4,40.2,31.9,98,60,77,9.1,21.7,48,0.4,0.4,0.0,1.0,20.35,40178.03,51,39.2
2021-06-27,32.8,26.0,29.5,39.2,31.5,92,61,77,9.1,19.5,59,3.2,3.2,0.0,5.0,17.85,33999.83,63,41.1
2021-06-28,34.3,27.1,31.0,41.1,33.2,92,58,75,4.9,13.2,91,0.4,0.4,0.0,4.0,18.84,40677.76,51,43.0
2021-06-29,40.0,28.7,34.0,43.0,35.1,89,30,58,7.4,17.2,257,0.0,0.0,0.0,0.0,22.79,42330.48,3,46.7
2021-06-30,42.2,31.2,36.5,46.7,34.1,60,22,41,16.8,31.1,259,0.0,0.0,0.0,0.0,21.41,40448.75,3,43.7
2021-07-01,40.4,31.9,35.4,43.7,34.9,68,34,49,15.9,27.5,242,0.3,0.3,0.0,3.0,21.98,42532.86,51,40.6
2021-07-02,37.9,30.8,33.7,40.6,32.9,64,41,53,13.7,25.9,236,0.3,0.3,0.0,2.0,17.61,41379.42,51,40.9
2021-07-03,36.1,28.2,31.9,40.9,31.8,75,44,61,11.9,20.6,286,0.6,0.6,0.0,3.0,18.57,32776.93,51,43.2
2021-07-04,38.3,27.1,32.9,43.2,32.3,85,39,59,7.6,14.8,248,0.0,0.0,0.0,0.0,20.75,39915.5,3,43.4
2021-07-05,38.0,29.2,33.4,43.4,33.5,74,40,56,11.4,22.1,299,0.2,0.2,0.0,2.0,21.25,39856.03,51,44.1
2021-07-06,39.5,30.6,34.7,44.1,34.8,67,36,52,10.4,20.8,282,0.0,0.0,0.0,0.0,22.44,39465.13,3,44.4
2021-07-07,40.7,31.5,35.5,44.4,34.8,59,32,47,10.8,21.5,259,0.0,0.0,0.0,0.0,21.8,40550.93,3,43.9
2021-07-08,40.2,30.9,34.9,43.9,35.5,67,33,49,8.8,19.0,265,0.0,0.0,0.0,0.0,19.93,36749.72,3,37.6
2021-07-09,33.2,27.5,30.4,37.6,33.0,90,59,73,8.4,20.4,66,1.5,1.5,0.0,6.0,11.55,21125.79,53,41.0
2021-07-10,34.7,27.8,31.5,41.0,33.9,90,56,72,9.6,18.8,81,2.5,2.5,0.0,9.0,19.77,41059.67,53,38.3
2021-07-11,33.0,26.8,30.0,38.3,32.2,95,66,79,12.0,25.1,88,20.5,20.5,0.0,12.0,13.81,19389.58,63,39.5
2021-07-12,34.2,27.4,30.5,39.5,32.4,88,59,75,11.8,25.3,87,2.2,2.2,0.0,6.0,19.4,38302.81,61,41.0
2021-07-13,35.7,27.7,31.6,41.0,33.4,88,53,69,9.3,21.3,90,0.3,0.3,0.0,3.0,22.05,44062.03,51,40.7
2021-07-14,36.0,28.9,32.2,40.7,33.7,79,50,65,11.7,23.0,87,0.6,0.6,0.0,4.0,22.08,43674.53,51,40.5
2021-07-15,35.8,28.8,32.4,40.5,33.7,79,48,64,10.5,20.6,95,0.8,0.8,0.0,4.0,21.78,43552.63,51,42.7
2021-07-16,37.3,29.2,33.4,42.7,34.6,81,43,60,8.8,15.2,117,0.0,0.0,0.0,0.0,21.59,43309.56,3,44.2
2021-07-17,38.8,29.6,33.5,44.2,35.2,92,42,62,10.0,20.1,244,5.0,5.0,0.0,9.0,17.28,26074.76,55,36.7
2021-07-18,29.1,27.0,28.0,36.7,32.7,95,87,91,7.7,15.9,233,41.2,41.2,0.0,24.0,6.38,475.79,63,39.4
2021-07-19,33.0,25.6,28.7,39.4,31.6,96,61,83,5.9,16.1,238,9.2,9.2,0.0,14.0,17.19,30186.03,61,36.1
2021-07-20,30.9,26.1,28.3,36.1,31.6,96,72,86,10.0,20.1,242,10.5,10.5,0.0,21.0,13.02,20380.11,61,37.1
2021-07-21,31.0,25.5,27.9,37.1,30.1,96,72,86,8.7,22.1,261,8.7,8.7,0.0,15.0,14.15,24575.49,61,38.7
2021-07-22,31.6,26.4,28.1,38.7,32.8,97,70,88,5.9,13.4,51,17.9,17.9,0.0,20.0,13.54,18981.9,63,41.3
2021-07-23,34.0,25.5,29.0,41.3,31.0,97,61,85,10.1,20.6,83,10.5,10.5,0.0,13.0,19.4,36793.13,61,37.5
2021-07-24,32.1,26.3,29.0,37.5,32.6,98,72,84,11.7,29.1,55,17.8,17.8,0.0,14.0,17.31,32788.96,63,37.7
2021-07-25,33.5,26.8,29.7,37.7,31.4,92,60,78,13.7,25.9,84,3.1,3.1,0.0,15.0,19.38,39917.47,53,39.7
2021-07-26,32.8,26.7,29.7,39.7,31.8,89,63,77,7.4,15.7,157,1.7,1.7,0.0,6.0,17.86,35309.65,53,36.8
2021-07-27,30.9,25.9,28.1,36.8,30.0,95,77,88,9.8,17.0,260,23.5,23.5,0.0,21.0,11.04,17148.88,63,32.4
2021-07-28,29.0,25.5,26.9,32.4,29.5,93,75,88,11.8,22.1,253,10.9,10.9,0.0,22.0,8.69,1214.79,61,31.2
2021-07-29,28.1,25.4,26.3,31.2,28.8,95,82,91,17.1,31.8,257,71.9,71.9,0.0,24.0,8.14,8138.33,65,35.9
2021-07-30,31.0,25.2,27.4,35.9,28.7,96,69,86,12.9,22.6,260,23.3,23.3,0.0,16.0,10.68,12022.91,63,38.7
2021-07-31,31.5,25.6,27.9,38.7,30.4,97,72,87,8.9,17.4,306,33.6,33.6,0.0,19.0,16.24,30180.08,65,33.0
2021-08-01,28.4,25.2,26.2,33.0,28.4,97,82,92,17.4,29.5,12,50.9,50.9,0.0,24.0,6.2,576.07,63,34.9
2021-08-02,31.4,25.0,27.6,34.9,28.5,95,66,82,13.9,27.5,133,3.3,3.3,0.0,12.0,13.64,25972.35,53,33.1
2021-08-03,31.5,25.6,28.2,33.1,27.9,90,61,74,18.2,32.4,190,1.4,1.4,0.0,7.0,13.86,22868.58,53,35.3
2021-08-04,31.1,25.8,28.2,35.3,28.5,83,66,75,13.6,25.5,178,1.8,1.8,0.0,8.0,13.34,22072.96,53,36.4
2021-08-05,31.5,26.0,28.3,36.4,30.2,90,68,80,10.4,20.4,114,2.9,2.9,0.0,13.0,12.78,26018.83,53,38.9
2021-08-06,32.5,26.0,28.8,38.9,31.4,95,69,85,8.8,20.4,87,11.8,11.8,0.0,10.0,15.93,28348.54,63,37.7
2021-08-07,32.3,26.0,28.9,37.7,31.5,99,63,83,8.8,17.9,126,8.9,8.9,0.0,12.0,17.63,35666.34,63,37.7
2021-08-08,30.3,26.3,28.0,37.7,32.6,98,79,89,4.3,10.7,223,13.7,13.7,0.0,17.0,11.62,16332.62,63,37.3
2021-08-09,30.5,25.7,27.4,37.3,31.3,98,77,91,7.7,15.9,274,18.0,18.0,0.0,23.0,11.29,12818.97,63,36.7
2021-08-10,30.6,25.5,28.0,36.7,30.7,97,77,87,9.3,22.1,273,17.6,17.6,0.0,17.0,11.42,14997.66,63,37.6
2021-08-11,33.2,26.4,29.3,37.6,31.4,93,62,79,12.5,23.5,270,1.2,1.2,0.0,6.0,16.29,27111.53,51,38.1
2021-08-12,33.3,26.6,29.7,38.1,30.3,83,59,74,10.6,21.0,266,0.1,0.1,0.0,1.0,19.06,28735.22,51,37.5
2021-08-13,32.9,27.0,29.7,37.5,30.7,84,61,74,10.1,19.7,260,0.2,0.2,0.0,1.0,16.4,35138.23,51,38.3
2021-08-14,33.3,26.8,29.8,38.3,30.5,82,59,72,11.5,22.1,259,0.0,0.0,0.0,0.0,21.89,43330.84,3,39.8
2021-08-15,33.7,26.9,30.0,39.8,31.0,86,59,74,9.1,17.7,265,0.0,0.0,0.0,0.0,21.79,42796.83,3,40.7
2021-08-16,34.0,27.2,30.5,40.7,32.5,88,58,74,6.2,13.6,285,0.8,0.8,0.0,6.0,20.35,40738.54,51,41.1
2021-08-17,34.5,27.6,31.1,41.1,34.4,91,56,75,6.3,16.1,334,0.4,0.4,0.0,3.0,20.28,37344.45,51,40.7
2021-08-18,33.3,27.4,30.0,40.7,34.8,97,65,82,7.0,15.0,89,2.4,2.4,0.0,10.0,17.22,34484.91,53,38.8
2021-08-19,31.6,25.9,28.3,38.8,31.4,97,72,87,8.4,16.8,73,33.3,33.3,0.0,21.0,14.51,26625.62,63,37.8
2021-08-20,31.1,25.1,27.3,37.8,31.0,97,73,89,8.8,16.8,111,23.9,23.9,0.0,20.0,14.14,26473.12,63,39.3
2021-08-21,32.2,25.5,28.2,39.3,30.7,98,71,86,7.3,17.9,120,12.3,12.3,0.0,12.0,15.84,30823.82,63,40.8
2021-08-22,32.7,26.2,29.3,40.8,32.2,96,69,82,5.5,13.0,151,1.9,1.9,0.0,9.0,19.65,36956.21,53,39.2
2021-08-23,32.7,27.5,29.6,39.2,31.8,90,69,80,9.5,22.4,238,4.4,4.4,0.0,8.0,17.34,31135.49,61,38.0
2021-08-24,33.0,27.7,29.6,38.0,31.9,87,65,78,12.5,24.4,247,4.9,4.9,0.0,10.0,18.12,35564.82,63,38.4
2021-08-25,33.8,26.5,29.7,38.4,31.2,92,61,77,13.9,31.8,251,6.6,6.6,0.0,10.0,17.48,26711.41,61,36.5
2021-08-26,31.8,27.1,29.5,36.5,30.1,78,63,72,11.4,21.9,250,0.0,0.0,0.0,0.0,13.44,18223.36,3,35.8
2021-08-27,30.7,26.6,28.4,35.8,30.8,87,64,76,8.3,14.1,245,0.1,0.1,0.0,1.0,9.74,2406.09,51,36.6
2021-08-28,30.9,25.3,28.3,36.6,31.3,97,68,82,6.7,11.4,80,0.0,0.0,0.0,0.0,11.37,20965.5,3,40.0
2021-08-29,33.0,26.1,28.7,40.0,32.7,97,64,84,8.3,20.4,60,2.7,2.7,0.0,5.0,19.7,40446.73,61,35.2
2021-08-30,30.2,25.4,27.6,35.2,30.7,97,75,88,9.6,20.4,70,12.7,12.7,0.0,15.0,12.28,18655.88,63,38.2
2021-08-31,31.5,26.0,28.6,38.2,30.8,95,70,84,12.1,22.6,86,5.4,5.4,0.0,10.0,16.27,31348.7,63,40.0
2021-09-01,32.7,26.6,29.7,40.0,31.8,91,64,79,7.8,17.0,116,1.1,1.1,0.0,5.0,20.77,40788.79,53,40.7
2021-09-02,33.8,26.5,29.8,40.7,31.7,93,58,76,6.8,14.8,184,0.4,0.4,0.0,2.0,22.15,40302.7,51,38.5
2021-09-03,32.2,26.5,29.0,38.5,33.0,95,65,83,5.4,14.5,235,4.9,4.9,0.0,8.0,15.98,32541.21,61,38.4
2021-09-04,31.5,25.3,28.2,38.4,30.0,98,69,86,6.9,15.0,251,12.2,12.2,0.0,14.0,16.3,37012.3,63,39.2
2021-09-05,32.6,26.1,29.2,39.2,32.8,97,64,83,7.2,18.1,283,4.9,4.9,0.0,8.0,18.5,40389.82,63,40.1
2021-09-06,33.5,26.8,29.9,40.1,33.7,97,63,81,8.9,20.4,70,1.7,1.7,0.0,4.0,17.94,35915.32,55,36.8
2021-09-07,32.4,27.4,29.5,36.8,31.3,90,62,78,16.1,33.8,78,0.6,0.6,0.0,6.0,19.11,40449.63,51,36.6
2021-09-08,31.9,26.5,28.6,36.6,29.8,89,68,81,15.2,27.3,98,4.9,4.9,0.0,11.0,16.66,39712.17,63,37.2
2021-09-09,31.8,25.8,28.1,37.2,30.9,95,66,83,10.3,24.8,115,12.8,12.8,0.0,11.0,17.88,37605.75,63,36.7
2021-09-10,31.4,24.9,27.2,36.7,29.4,97,68,88,9.3,23.5,116,14.4,14.4,0.0,19.0,15.68,29168.66,63,38.5
2021-09-11,31.2,24.8,27.9,38.5,29.0,97,71,87,9.5,23.5,107,4.6,4.6,0.0,11.0,16.15,37500.12,63,38.2
2021-09-12,31.8,25.7,28.6,38.2,31.9,99,67,84,7.1,19.0,103,2.6,2.6,0.0,7.0,17.01,38535.57,61,39.6
2021-09-13,32.8,26.2,28.8,39.6,32.4,96,67,84,8.5,23.5,81,12.2,12.2,0.0,17.0,17.19,30288.06,63,35.2
2021-09-14,31.5,25.7,27.8,35.2,28.9,95,67,85,16.0,36.5,65,11.1,11.1,0.0,20.0,14.93,32387.24,63,30.0
2021-09-15,26.9,24.9,25.7,30.0,27.7,96,88,92,18.2,32.9,57,20.3,20.3,0.0,24.0,5.19,1177.06,63,31.7
2021-09-16,28.0,24.6,25.8,31.7,28.6,98,81,91,14.2,25.9,142,11.1,11.1,0.0,18.0,7.57,5832.1,63,33.4
2021-09-17,29.0,24.2,26.2,33.4,27.0,92,70,84,11.8,21.3,160,7.2,7.2,0.0,13.0,9.07,15532.9,63,37.5
2021-09-18,31.6,24.6,28.0,37.5,29.2,95,67,83,10.3,23.0,152,1.1,1.1,0.0,7.0,18.43,39600.0,51,38.3
2021-09-19,33.1,24.5,28.6,38.3,29.0,95,56,78,6.7,15.2,197,0.0,0.0,0.0,0.0,20.42,39600.0,2,39.0
2021-09-20,32.7,25.4,29.0,39.0,31.0,95,61,78,5.4,14.1,162,1.4,1.4,0.0,6.0,19.42,39600.0,53,39.7
2021-09-21,32.4,25.9,28.8,39.7,32.2,97,69,84,6.1,15.9,99,3.3,3.3,0.0,14.0,17.63,39600.0,53,38.3
2021-09-22,32.0,26.0,28.6,38.3,31.9,97,60,82,9.0,19.2,77,4.4,4.4,0.0,7.0,18.33,39600.0,61,36.6
2021-09-23,30.8,25.6,27.8,36.6,30.1,92,70,83,10.5,25.1,71,4.2,4.2,0.0,6.0,15.91,33907.48,61,35.4
2021-09-24,29.6,24.4,26.3,35.4,28.6,99,77,90,8.3,15.2,96,12.3,12.3,0.0,16.0,9.13,12927.88,61,36.2
